Sex,Marital status,Age,Education,Income,Occupation,Settlement size
female,single,28,high school,101948,skilled employee/official,small city
female,non-sngle,64,graduate school,142280,skilled employee/official,small city
female,non-sngle,26,high school,105434,skilled employee/official,mid-sized city
female,non-sngle,31,high school,106115,skilled employee/official,small city
female,single,28,high school,111057,unemployed/unskilled,small city
female,non-sngle,25,high school,117758,skilled employee/official,mid-sized city
female,single,49,university,118396,unemployed/unskilled,small city
female,non-sngle,33,high school,136260,skilled employee/official,mid-sized city
female,single,27,high school,97192,skilled employee/official,small city
female,non-sngle,59,university,62101,unemployed/unskilled,small city
female,non-sngle,28,high school,123497,skilled employee/official,small city
female,non-sngle,24,high school,120326,skilled employee/official,mid-sized city
female,non-sngle,26,high school,66645,unemployed/unskilled,small city
female,single,33,high school,83429,unemployed/unskilled,small city
female,single,37,high school,107539,skilled employee/official,mid-sized city
female,non-sngle,46,university,153880,skilled employee/official,small city
female,non-sngle,62,university,140178,unemployed/unskilled,mid-sized city
female,single,26,high school,100402,unemployed/unskilled,small city
female,non-sngle,49,university,122158,unemployed/unskilled,small city
female,non-sngle,25,high school,89331,unemployed/unskilled,small city
female,non-sngle,37,high school,125359,unemployed/unskilled,small city
female,single,31,high school,124110,skilled employee/official,small city
female,single,25,high school,93526,unemployed/unskilled,small city
female,non-sngle,21,high school,70170,unemployed/unskilled,small city
female,non-sngle,27,high school,82357,unemployed/unskilled,small city
female,non-sngle,29,high school,126745,skilled employee/official,small city
female,non-sngle,30,high school,103326,skilled employee/official,mid-sized city
female,non-sngle,26,high school,116048,skilled employee/official,mid-sized city
female,non-sngle,40,university,137115,unemployed/unskilled,small city
female,non-sngle,23,high school,105365,skilled employee/official,mid-sized city
female,non-sngle,31,high school,95911,skilled employee/official,small city
female,non-sngle,29,high school,88669,unemployed/unskilled,small city
female,single,22,high school,103776,unemployed/unskilled,small city
female,non-sngle,26,high school,108864,skilled employee/official,mid-sized city
female,single,39,high school,106037,skilled employee/official,mid-sized city
female,single,35,high school,84851,unemployed/unskilled,small city
female,non-sngle,26,high school,95748,skilled employee/official,mid-sized city
female,non-sngle,28,high school,133616,skilled employee/official,mid-sized city
female,non-sngle,56,university,132752,skilled employee/official,small city
female,non-sngle,22,high school,95712,skilled employee/official,mid-sized city
female,non-sngle,26,high school,109063,skilled employee/official,small city
female,single,41,high school,113521,skilled employee/official,small city
female,non-sngle,29,high school,109380,skilled employee/official,mid-sized city
female,non-sngle,42,university,82558,unemployed/unskilled,small city
female,non-sngle,50,university,124777,skilled employee/official,mid-sized city
female,non-sngle,33,high school,133542,skilled employee/official,small city
female,non-sngle,28,high school,116492,skilled employee/official,mid-sized city
female,non-sngle,27,high school,68834,unemployed/unskilled,small city
female,non-sngle,27,high school,124023,skilled employee/official,small city
female,single,28,high school,63882,unemployed/unskilled,small city
female,non-sngle,24,high school,122492,skilled employee/official,mid-sized city
female,single,28,high school,141453,management/highly qualified employee,mid-sized city
female,non-sngle,32,high school,99327,skilled employee/official,small city
female,single,32,high school,45590,unemployed/unskilled,small city
female,single,30,high school,71167,unemployed/unskilled,small city
female,non-sngle,29,high school,111992,skilled employee/official,small city
female,non-sngle,37,high school,145140,skilled employee/official,mid-sized city
female,non-sngle,24,high school,49672,unemployed/unskilled,small city
female,non-sngle,36,high school,75536,unemployed/unskilled,small city
female,non-sngle,40,university,86720,unemployed/unskilled,small city
female,non-sngle,51,university,97729,unemployed/unskilled,small city
female,non-sngle,33,high school,106808,unemployed/unskilled,small city
female,single,31,high school,117971,skilled employee/official,small city
female,non-sngle,29,high school,97731,skilled employee/official,mid-sized city
female,single,48,university,109196,unemployed/unskilled,small city
female,non-sngle,25,high school,94905,skilled employee/official,small city
female,single,28,high school,57480,unemployed/unskilled,small city
female,non-sngle,23,high school,109175,skilled employee/official,mid-sized city
female,non-sngle,32,high school,111174,skilled employee/official,mid-sized city
female,non-sngle,34,high school,127255,skilled employee/official,small city
female,single,23,high school,115499,skilled employee/official,small city
female,non-sngle,25,high school,109499,skilled employee/official,mid-sized city
female,single,25,high school,104696,skilled employee/official,small city
female,non-sngle,27,high school,104467,skilled employee/official,small city
female,non-sngle,29,high school,120157,skilled employee/official,small city
female,non-sngle,46,university,81200,unemployed/unskilled,small city
female,non-sngle,61,university,97558,unemployed/unskilled,small city
female,non-sngle,25,high school,95914,skilled employee/official,small city
female,non-sngle,67,graduate school,128053,skilled employee/official,small city
female,non-sngle,49,university,101734,unemployed/unskilled,small city
female,non-sngle,21,high school,126009,skilled employee/official,small city
female,single,19,high school,91232,unemployed/unskilled,small city
female,non-sngle,67,graduate school,128343,unemployed/unskilled,small city
female,non-sngle,31,high school,110040,skilled employee/official,mid-sized city
female,non-sngle,27,high school,38247,unemployed/unskilled,small city
female,non-sngle,37,high school,129027,unemployed/unskilled,small city
female,non-sngle,27,high school,115026,skilled employee/official,small city
female,single,36,high school,130323,skilled employee/official,small city
female,non-sngle,24,high school,103181,skilled employee/official,mid-sized city
female,non-sngle,31,high school,138307,skilled employee/official,mid-sized city
female,non-sngle,29,high school,122564,unemployed/unskilled,small city
female,single,28,high school,82351,unemployed/unskilled,small city
female,non-sngle,34,high school,125351,skilled employee/official,small city
female,non-sngle,26,high school,82940,unemployed/unskilled,small city
female,single,21,high school,108029,skilled employee/official,small city
female,non-sngle,63,university,82734,unemployed/unskilled,small city
female,single,38,university,116816,unemployed/unskilled,small city
female,non-sngle,20,high school,113472,unemployed/unskilled,small city
female,non-sngle,44,university,143343,skilled employee/official,mid-sized city
female,non-sngle,31,high school,104074,skilled employee/official,mid-sized city
female,single,33,high school,138525,skilled employee/official,mid-sized city
female,non-sngle,49,university,106960,unemployed/unskilled,small city
female,single,26,high school,108323,skilled employee/official,small city
female,non-sngle,28,high school,95784,skilled employee/official,small city
female,non-sngle,30,high school,140673,skilled employee/official,mid-sized city
female,non-sngle,36,high school,104235,skilled employee/official,mid-sized city
female,non-sngle,27,high school,54041,unemployed/unskilled,small city
Male,single,23,other/unknown,107961,unemployed/unskilled,small city
Male,single,31,other/unknown,113757,skilled employee/official,small city
female,non-sngle,27,high school,94884,skilled employee/official,small city
female,non-sngle,25,high school,126041,skilled employee/official,small city
female,non-sngle,23,high school,64952,unemployed/unskilled,small city
Male,non-sngle,27,high school,66764,unemployed/unskilled,small city
female,single,38,high school,67861,unemployed/unskilled,small city
Male,single,44,high school,113516,unemployed/unskilled,small city
female,non-sngle,42,high school,46109,unemployed/unskilled,small city
female,non-sngle,25,high school,103651,unemployed/unskilled,small city
Male,non-sngle,40,high school,75043,unemployed/unskilled,small city
female,non-sngle,24,high school,116473,unemployed/unskilled,small city
female,single,39,high school,96614,unemployed/unskilled,small city
Male,single,24,other/unknown,66447,unemployed/unskilled,small city
female,single,50,high school,119068,skilled employee/official,small city
female,non-sngle,28,high school,122973,unemployed/unskilled,small city
female,non-sngle,36,high school,81609,unemployed/unskilled,small city
Male,single,36,high school,105519,skilled employee/official,small city
female,non-sngle,40,high school,86649,unemployed/unskilled,small city
female,single,31,other/unknown,76384,unemployed/unskilled,small city
Male,non-sngle,27,high school,67136,unemployed/unskilled,small city
female,non-sngle,35,high school,93155,unemployed/unskilled,small city
Male,single,51,high school,124183,unemployed/unskilled,small city
female,single,26,other/unknown,64860,unemployed/unskilled,small city
Male,single,33,high school,87232,unemployed/unskilled,small city
female,non-sngle,27,high school,92304,unemployed/unskilled,small city
Male,single,38,high school,84254,unemployed/unskilled,small city
female,single,30,other/unknown,106696,skilled employee/official,small city
Male,single,28,other/unknown,113212,skilled employee/official,small city
Male,single,23,other/unknown,71076,unemployed/unskilled,small city
female,non-sngle,23,high school,114270,unemployed/unskilled,small city
female,non-sngle,26,high school,125538,skilled employee/official,small city
female,non-sngle,21,high school,92442,unemployed/unskilled,small city
female,single,36,high school,75297,unemployed/unskilled,small city
female,non-sngle,24,high school,65707,unemployed/unskilled,small city
Male,single,41,high school,120387,skilled employee/official,small city
Male,single,42,high school,120946,skilled employee/official,small city
Male,single,27,other/unknown,73265,unemployed/unskilled,small city
Male,non-sngle,40,high school,77481,unemployed/unskilled,small city
female,non-sngle,34,high school,91282,unemployed/unskilled,small city
Male,single,40,high school,104405,unemployed/unskilled,small city
Male,single,33,high school,99646,skilled employee/official,small city
female,single,49,high school,97791,unemployed/unskilled,small city
Male,single,28,other/unknown,81878,unemployed/unskilled,small city
female,non-sngle,26,high school,107908,skilled employee/official,small city
female,single,40,high school,98608,unemployed/unskilled,small city
Male,single,47,high school,95228,unemployed/unskilled,small city
female,non-sngle,41,high school,128163,skilled employee/official,small city
female,non-sngle,29,high school,94325,unemployed/unskilled,small city
female,non-sngle,37,high school,90815,unemployed/unskilled,small city
Male,single,31,other/unknown,120719,skilled employee/official,small city
Male,single,35,high school,110159,skilled employee/official,small city
Male,single,35,high school,124490,skilled employee/official,small city
female,non-sngle,29,high school,75161,unemployed/unskilled,small city
female,single,37,high school,127206,skilled employee/official,small city
Male,single,37,high school,83660,unemployed/unskilled,small city
female,non-sngle,26,high school,87400,unemployed/unskilled,small city
female,non-sngle,28,high school,78942,unemployed/unskilled,small city
female,non-sngle,23,high school,88452,unemployed/unskilled,small city
Male,single,38,high school,104128,skilled employee/official,small city
female,non-sngle,30,high school,100313,skilled employee/official,small city
female,single,45,high school,107387,skilled employee/official,small city
Male,single,24,other/unknown,84355,unemployed/unskilled,small city
female,single,35,high school,112723,skilled employee/official,small city
female,non-sngle,41,high school,115892,skilled employee/official,small city
Male,non-sngle,30,high school,106597,skilled employee/official,small city
female,non-sngle,30,high school,121327,skilled employee/official,small city
female,non-sngle,26,high school,92559,unemployed/unskilled,small city
female,non-sngle,25,high school,87537,unemployed/unskilled,small city
female,non-sngle,23,high school,70569,unemployed/unskilled,small city
female,non-sngle,27,high school,85294,unemployed/unskilled,small city
female,single,26,other/unknown,70905,unemployed/unskilled,small city
Male,single,25,other/unknown,103716,unemployed/unskilled,small city
Male,non-sngle,27,high school,94947,skilled employee/official,small city
female,single,42,high school,80116,unemployed/unskilled,small city
Male,single,35,high school,86492,unemployed/unskilled,small city
female,non-sngle,25,high school,88672,unemployed/unskilled,small city
female,non-sngle,26,high school,82984,unemployed/unskilled,small city
Male,single,38,high school,128100,skilled employee/official,small city
female,single,28,other/unknown,72869,unemployed/unskilled,small city
Male,non-sngle,33,high school,112227,skilled employee/official,small city
female,single,40,high school,94674,unemployed/unskilled,small city
female,non-sngle,23,high school,101003,skilled employee/official,small city
female,single,25,other/unknown,112924,skilled employee/official,small city
female,single,28,other/unknown,108645,unemployed/unskilled,small city
Male,single,41,high school,69415,unemployed/unskilled,small city
female,single,50,high school,112204,unemployed/unskilled,small city
female,non-sngle,23,high school,109700,skilled employee/official,small city
female,non-sngle,26,high school,104484,skilled employee/official,small city
female,non-sngle,22,high school,61239,unemployed/unskilled,small city
Male,single,37,high school,119602,unemployed/unskilled,small city
female,single,38,high school,81014,unemployed/unskilled,small city
female,non-sngle,22,high school,68165,unemployed/unskilled,small city
female,single,30,other/unknown,88652,unemployed/unskilled,small city
Male,single,38,high school,75705,unemployed/unskilled,small city
female,non-sngle,36,high school,104189,skilled employee/official,small city
Male,single,41,high school,71603,unemployed/unskilled,small city
female,non-sngle,29,high school,121914,skilled employee/official,small city
female,non-sngle,31,high school,106637,skilled employee/official,small city
female,single,31,other/unknown,99800,skilled employee/official,small city
female,single,21,other/unknown,67629,unemployed/unskilled,small city
Male,single,32,other/unknown,120354,skilled employee/official,small city
female,non-sngle,35,high school,122110,skilled employee/official,small city
Male,single,29,other/unknown,89170,unemployed/unskilled,small city
female,single,34,high school,109195,skilled employee/official,small city
female,single,38,high school,92392,unemployed/unskilled,small city
female,non-sngle,33,high school,43805,unemployed/unskilled,small city
female,non-sngle,28,high school,68389,unemployed/unskilled,small city
female,non-sngle,28,high school,112521,skilled employee/official,small city
Male,single,21,other/unknown,59255,unemployed/unskilled,small city
female,non-sngle,29,high school,98612,unemployed/unskilled,small city
female,non-sngle,26,high school,70649,unemployed/unskilled,small city
female,single,40,high school,95228,unemployed/unskilled,small city
female,single,25,other/unknown,46865,unemployed/unskilled,small city
Male,non-sngle,20,high school,101688,skilled employee/official,small city
female,non-sngle,23,high school,62618,unemployed/unskilled,small city
female,single,27,other/unknown,102531,skilled employee/official,small city
female,single,36,high school,100737,skilled employee/official,small city
female,non-sngle,25,high school,107321,skilled employee/official,small city
female,non-sngle,25,high school,112879,unemployed/unskilled,small city
female,non-sngle,34,high school,125372,unemployed/unskilled,small city
female,single,24,other/unknown,69419,unemployed/unskilled,small city
female,single,36,high school,124759,skilled employee/official,small city
female,single,40,high school,79076,unemployed/unskilled,small city
Male,single,39,high school,84779,unemployed/unskilled,small city
female,single,42,high school,77393,unemployed/unskilled,small city
Male,single,35,high school,113187,unemployed/unskilled,small city
female,non-sngle,27,high school,99100,skilled employee/official,small city
Male,single,27,other/unknown,64954,unemployed/unskilled,small city
female,non-sngle,23,high school,103244,skilled employee/official,small city
female,non-sngle,32,high school,124975,skilled employee/official,small city
Male,non-sngle,28,high school,133582,skilled employee/official,small city
Male,single,22,other/unknown,103519,skilled employee/official,small city
Male,single,31,other/unknown,117813,skilled employee/official,small city
female,non-sngle,22,high school,119902,skilled employee/official,small city
Male,single,23,other/unknown,70783,unemployed/unskilled,small city
female,non-sngle,35,high school,125470,unemployed/unskilled,small city
female,non-sngle,26,high school,109782,unemployed/unskilled,small city
female,non-sngle,28,high school,78322,unemployed/unskilled,small city
Male,single,54,high school,125517,skilled employee/official,small city
female,single,49,high school,102463,unemployed/unskilled,small city
female,single,38,high school,89309,unemployed/unskilled,small city
female,single,47,high school,110287,skilled employee/official,small city
female,single,49,high school,122391,unemployed/unskilled,small city
female,non-sngle,30,high school,116399,skilled employee/official,small city
female,single,32,other/unknown,81907,unemployed/unskilled,small city
female,non-sngle,24,high school,97909,unemployed/unskilled,small city
female,single,25,other/unknown,68051,unemployed/unskilled,small city
Male,single,33,high school,82414,unemployed/unskilled,small city
female,non-sngle,34,high school,123089,skilled employee/official,small city
female,non-sngle,24,high school,66537,unemployed/unskilled,small city
female,single,36,high school,127926,unemployed/unskilled,small city
female,single,41,high school,78963,unemployed/unskilled,small city
Male,non-sngle,33,high school,108694,skilled employee/official,small city
female,non-sngle,26,high school,100892,skilled employee/official,small city
female,single,36,high school,119560,skilled employee/official,small city
female,single,35,high school,116176,unemployed/unskilled,small city
Male,single,29,other/unknown,111854,skilled employee/official,small city
female,non-sngle,26,high school,69831,unemployed/unskilled,small city
Male,single,31,other/unknown,69375,unemployed/unskilled,small city
Male,non-sngle,26,high school,71310,unemployed/unskilled,small city
Male,single,47,high school,73913,unemployed/unskilled,small city
Male,non-sngle,20,high school,95492,skilled employee/official,small city
Male,single,45,high school,109329,unemployed/unskilled,small city
Male,single,36,high school,116027,skilled employee/official,small city
Male,non-sngle,31,high school,81987,unemployed/unskilled,small city
female,single,41,high school,83481,unemployed/unskilled,small city
female,single,31,other/unknown,72361,unemployed/unskilled,small city
female,non-sngle,27,high school,106625,unemployed/unskilled,small city
female,non-sngle,32,high school,123707,skilled employee/official,small city
female,single,43,high school,79353,unemployed/unskilled,small city
female,single,32,other/unknown,68347,unemployed/unskilled,small city
female,non-sngle,29,high school,115832,skilled employee/official,small city
Male,single,37,high school,89946,unemployed/unskilled,small city
female,single,35,high school,86319,unemployed/unskilled,small city
female,non-sngle,23,high school,70963,unemployed/unskilled,small city
Male,single,40,high school,106120,skilled employee/official,small city
female,non-sngle,26,high school,97856,skilled employee/official,small city
Male,single,28,other/unknown,61824,unemployed/unskilled,small city
female,non-sngle,40,high school,103907,skilled employee/official,small city
female,non-sngle,26,high school,99953,unemployed/unskilled,small city
female,non-sngle,23,high school,113413,skilled employee/official,small city
Male,single,26,other/unknown,107091,unemployed/unskilled,small city
Male,single,26,other/unknown,124783,skilled employee/official,small city
female,single,49,high school,92281,unemployed/unskilled,small city
female,non-sngle,26,high school,96219,skilled employee/official,small city
female,single,35,high school,86221,unemployed/unskilled,small city
female,non-sngle,24,high school,80962,unemployed/unskilled,small city
female,single,46,high school,78754,unemployed/unskilled,small city
Male,single,26,other/unknown,60026,unemployed/unskilled,small city
Male,single,47,high school,88157,unemployed/unskilled,small city
Male,single,27,other/unknown,59881,unemployed/unskilled,small city
Male,non-sngle,41,high school,112818,skilled employee/official,small city
female,non-sngle,29,high school,102250,skilled employee/official,small city
female,non-sngle,28,high school,38980,unemployed/unskilled,small city
female,non-sngle,33,high school,81807,unemployed/unskilled,small city
female,single,50,high school,93148,unemployed/unskilled,small city
female,non-sngle,32,high school,108032,skilled employee/official,small city
Male,non-sngle,31,high school,89335,unemployed/unskilled,small city
Male,single,52,high school,95639,unemployed/unskilled,small city
Male,single,53,high school,124902,skilled employee/official,small city
female,non-sngle,34,high school,87801,unemployed/unskilled,small city
female,non-sngle,22,high school,92538,skilled employee/official,small city
Male,non-sngle,33,high school,83687,unemployed/unskilled,small city
Male,single,32,other/unknown,128310,skilled employee/official,small city
female,single,45,high school,104754,unemployed/unskilled,small city
Male,non-sngle,25,high school,68222,unemployed/unskilled,small city
female,non-sngle,41,high school,97006,unemployed/unskilled,small city
female,single,36,high school,107372,unemployed/unskilled,small city
female,non-sngle,27,high school,110511,skilled employee/official,small city
Male,single,40,high school,72193,unemployed/unskilled,small city
female,single,37,high school,95972,unemployed/unskilled,small city
Male,single,35,high school,105556,unemployed/unskilled,small city
Male,single,34,high school,88701,unemployed/unskilled,small city
female,single,28,other/unknown,117710,skilled employee/official,small city
female,single,44,high school,76057,unemployed/unskilled,small city
Male,non-sngle,27,high school,100392,skilled employee/official,small city
female,single,50,high school,113308,skilled employee/official,small city
female,non-sngle,18,high school,100924,skilled employee/official,small city
female,single,25,other/unknown,72188,unemployed/unskilled,small city
female,non-sngle,40,high school,70431,unemployed/unskilled,small city
Male,non-sngle,28,high school,110103,skilled employee/official,small city
female,non-sngle,23,high school,60825,unemployed/unskilled,small city
female,non-sngle,35,high school,75100,unemployed/unskilled,small city
female,non-sngle,28,high school,129327,skilled employee/official,small city
female,single,23,other/unknown,95541,skilled employee/official,small city
Male,non-sngle,34,high school,112777,skilled employee/official,small city
female,non-sngle,29,high school,51496,unemployed/unskilled,small city
female,single,35,high school,102781,skilled employee/official,small city
female,non-sngle,32,high school,87494,unemployed/unskilled,small city
female,single,46,high school,72728,unemployed/unskilled,small city
female,non-sngle,27,high school,114775,skilled employee/official,small city
female,non-sngle,25,high school,124359,skilled employee/official,small city
female,non-sngle,27,high school,101620,unemployed/unskilled,small city
female,non-sngle,24,high school,87964,unemployed/unskilled,small city
female,single,33,other/unknown,69523,unemployed/unskilled,small city
female,non-sngle,24,high school,109486,skilled employee/official,small city
female,single,28,other/unknown,77206,unemployed/unskilled,small city
female,single,35,high school,53608,unemployed/unskilled,small city
female,non-sngle,30,high school,118677,skilled employee/official,small city
Male,single,43,high school,116512,skilled employee/official,small city
Male,non-sngle,21,high school,114756,unemployed/unskilled,small city
female,non-sngle,24,high school,65852,unemployed/unskilled,small city
Male,single,34,high school,75626,unemployed/unskilled,small city
female,non-sngle,26,high school,127455,skilled employee/official,small city
Male,single,37,high school,107073,skilled employee/official,small city
female,non-sngle,32,high school,82196,unemployed/unskilled,small city
female,non-sngle,33,high school,106741,unemployed/unskilled,small city
Male,non-sngle,28,high school,94518,skilled employee/official,small city
female,non-sngle,30,high school,114430,skilled employee/official,small city
female,non-sngle,26,high school,57165,unemployed/unskilled,small city
female,single,25,other/unknown,109610,unemployed/unskilled,small city
Male,single,33,other/unknown,113619,skilled employee/official,small city
female,non-sngle,30,high school,93854,skilled employee/official,small city
female,non-sngle,26,high school,129022,skilled employee/official,small city
Male,non-sngle,23,high school,66804,unemployed/unskilled,small city
Male,non-sngle,25,high school,62689,unemployed/unskilled,small city
female,single,40,high school,67619,unemployed/unskilled,small city
Male,single,46,high school,113495,unemployed/unskilled,small city
female,non-sngle,43,high school,48632,unemployed/unskilled,small city
female,non-sngle,22,high school,107394,unemployed/unskilled,small city
Male,non-sngle,39,high school,72385,unemployed/unskilled,small city
female,non-sngle,27,high school,115934,unemployed/unskilled,small city
Male,single,40,high school,93183,unemployed/unskilled,small city
Male,single,24,other/unknown,63506,unemployed/unskilled,small city
female,single,52,high school,113619,skilled employee/official,small city
female,non-sngle,30,high school,121399,unemployed/unskilled,small city
female,non-sngle,34,high school,78281,unemployed/unskilled,small city
female,single,38,high school,103926,skilled employee/official,small city
Male,non-sngle,39,high school,89097,unemployed/unskilled,small city
female,single,29,other/unknown,80852,unemployed/unskilled,small city
Male,non-sngle,25,high school,65207,unemployed/unskilled,small city
female,non-sngle,35,high school,93495,unemployed/unskilled,small city
Male,single,53,high school,121970,unemployed/unskilled,small city
Male,single,26,other/unknown,62027,unemployed/unskilled,small city
Male,single,33,high school,88602,unemployed/unskilled,small city
Male,non-sngle,29,high school,89914,unemployed/unskilled,small city
Male,single,39,high school,83342,unemployed/unskilled,small city
Male,single,29,other/unknown,103439,skilled employee/official,small city
Male,single,26,other/unknown,115451,skilled employee/official,small city
Male,single,24,other/unknown,68250,unemployed/unskilled,small city
female,non-sngle,21,high school,113630,unemployed/unskilled,small city
female,non-sngle,26,high school,125880,skilled employee/official,small city
female,non-sngle,20,high school,91177,unemployed/unskilled,small city
female,single,35,high school,73266,unemployed/unskilled,small city
female,non-sngle,24,high school,69021,unemployed/unskilled,small city
female,single,40,high school,122593,skilled employee/official,small city
female,single,44,high school,122180,skilled employee/official,small city
Male,single,29,other/unknown,75160,unemployed/unskilled,small city
female,non-sngle,39,high school,81973,unemployed/unskilled,small city
female,non-sngle,35,high school,92194,unemployed/unskilled,small city
Male,single,42,high school,107380,unemployed/unskilled,small city
female,single,32,high school,98023,skilled employee/official,small city
Male,single,48,high school,94868,unemployed/unskilled,small city
Male,single,26,other/unknown,83442,unemployed/unskilled,small city
female,non-sngle,26,high school,109887,skilled employee/official,small city
Male,single,42,high school,98876,unemployed/unskilled,small city
Male,single,48,high school,94962,unemployed/unskilled,small city
female,non-sngle,42,high school,130740,skilled employee/official,small city
female,non-sngle,27,high school,94095,unemployed/unskilled,small city
female,non-sngle,37,high school,95071,unemployed/unskilled,small city
Male,single,33,other/unknown,117308,skilled employee/official,small city
Male,single,33,high school,112093,skilled employee/official,small city
female,single,37,high school,123893,skilled employee/official,small city
female,non-sngle,31,high school,80189,unemployed/unskilled,small city
Male,single,39,high school,124089,skilled employee/official,small city
female,single,40,high school,82673,unemployed/unskilled,small city
female,non-sngle,28,high school,88858,unemployed/unskilled,small city
female,non-sngle,26,high school,80540,unemployed/unskilled,small city
female,non-sngle,24,high school,84228,unemployed/unskilled,small city
Male,single,40,high school,103963,skilled employee/official,small city
female,non-sngle,29,high school,102397,skilled employee/official,small city
Male,single,43,high school,111563,skilled employee/official,small city
Male,single,23,other/unknown,88260,unemployed/unskilled,small city
female,single,34,high school,114767,skilled employee/official,small city
female,non-sngle,42,high school,113275,skilled employee/official,small city
female,non-sngle,33,high school,104755,skilled employee/official,small city
female,non-sngle,32,high school,120525,skilled employee/official,small city
female,non-sngle,26,high school,96082,unemployed/unskilled,small city
female,non-sngle,23,high school,87227,unemployed/unskilled,small city
female,non-sngle,26,high school,69333,unemployed/unskilled,small city
female,non-sngle,27,high school,87777,unemployed/unskilled,small city
Male,single,24,other/unknown,70978,unemployed/unskilled,small city
Male,single,27,other/unknown,104196,unemployed/unskilled,small city
female,non-sngle,26,high school,97551,skilled employee/official,small city
female,single,42,high school,78979,unemployed/unskilled,small city
female,single,37,high school,82500,unemployed/unskilled,small city
female,non-sngle,26,high school,86306,unemployed/unskilled,small city
female,non-sngle,24,high school,78762,unemployed/unskilled,small city
female,single,39,high school,125543,skilled employee/official,small city
Male,single,26,other/unknown,70336,unemployed/unskilled,small city
Male,non-sngle,35,high school,112975,skilled employee/official,small city
Male,single,38,high school,96681,unemployed/unskilled,small city
female,non-sngle,24,high school,98922,skilled employee/official,small city
female,single,26,other/unknown,109250,skilled employee/official,small city
Male,single,25,other/unknown,108960,unemployed/unskilled,small city
Male,single,40,high school,71302,unemployed/unskilled,small city
female,single,48,high school,107757,unemployed/unskilled,small city
female,non-sngle,22,high school,111600,skilled employee/official,small city
female,non-sngle,25,high school,102974,skilled employee/official,small city
Male,non-sngle,24,high school,63442,unemployed/unskilled,small city
Male,single,39,high school,118913,unemployed/unskilled,small city
Male,single,39,high school,80987,unemployed/unskilled,small city
female,non-sngle,21,high school,68790,unemployed/unskilled,small city
female,single,27,other/unknown,86462,unemployed/unskilled,small city
Male,single,40,high school,76881,unemployed/unskilled,small city
female,non-sngle,37,high school,107409,skilled employee/official,small city
female,single,42,high school,69114,unemployed/unskilled,small city
female,non-sngle,31,high school,119167,skilled employee/official,small city
female,non-sngle,31,high school,102018,skilled employee/official,small city
Male,single,30,other/unknown,97680,skilled employee/official,small city
female,single,23,other/unknown,65062,unemployed/unskilled,small city
Male,single,33,other/unknown,118144,skilled employee/official,small city
female,non-sngle,37,high school,124548,skilled employee/official,small city
female,single,29,other/unknown,85637,unemployed/unskilled,small city
female,single,31,high school,113108,skilled employee/official,small city
Male,single,39,high school,93554,unemployed/unskilled,small city
female,non-sngle,33,high school,42516,unemployed/unskilled,small city
Male,non-sngle,26,high school,72429,unemployed/unskilled,small city
female,non-sngle,27,high school,110154,skilled employee/official,small city
female,single,20,other/unknown,60965,unemployed/unskilled,small city
female,non-sngle,27,high school,100618,unemployed/unskilled,small city
female,non-sngle,26,high school,71021,unemployed/unskilled,small city
Male,single,40,high school,94189,unemployed/unskilled,small city
Male,single,24,other/unknown,44742,unemployed/unskilled,small city
female,non-sngle,22,high school,103201,skilled employee/official,small city
female,non-sngle,24,high school,62335,unemployed/unskilled,small city
female,single,27,other/unknown,103787,skilled employee/official,small city
Male,single,35,high school,99401,skilled employee/official,small city
Male,non-sngle,27,high school,105197,skilled employee/official,small city
female,non-sngle,25,high school,115566,unemployed/unskilled,small city
female,non-sngle,34,high school,125843,unemployed/unskilled,small city
female,single,24,other/unknown,67936,unemployed/unskilled,small city
female,single,34,high school,120863,skilled employee/official,small city
Male,single,42,high school,77317,unemployed/unskilled,small city
female,single,38,high school,84653,unemployed/unskilled,small city
Male,single,42,high school,81606,unemployed/unskilled,small city
female,single,35,high school,113380,unemployed/unskilled,small city
female,non-sngle,27,high school,100644,skilled employee/official,small city
Male,single,25,other/unknown,64037,unemployed/unskilled,small city
female,non-sngle,23,high school,101350,skilled employee/official,small city
female,non-sngle,34,high school,126334,skilled employee/official,small city
female,non-sngle,28,high school,130877,skilled employee/official,small city
Male,single,21,other/unknown,103470,skilled employee/official,small city
female,single,32,other/unknown,114588,skilled employee/official,small city
female,non-sngle,21,high school,120682,skilled employee/official,small city
Male,single,25,other/unknown,66628,unemployed/unskilled,small city
female,non-sngle,35,high school,124447,unemployed/unskilled,small city
female,non-sngle,25,high school,106567,unemployed/unskilled,small city
female,non-sngle,31,high school,78758,unemployed/unskilled,small city
Male,single,54,high school,128537,skilled employee/official,small city
female,single,51,high school,101074,unemployed/unskilled,small city
female,single,38,high school,87670,unemployed/unskilled,small city
Male,single,45,high school,113414,skilled employee/official,small city
female,single,47,high school,123525,unemployed/unskilled,small city
female,non-sngle,27,high school,117744,skilled employee/official,small city
Male,single,31,other/unknown,86400,unemployed/unskilled,small city
female,non-sngle,24,high school,97968,unemployed/unskilled,small city
Male,single,25,other/unknown,68416,unemployed/unskilled,small city
